Building_Type,Year_Built,Floor_Area_m2,Orientation,Material,Insulation_Level,insulation_binary,Solar_Potential_kWh_m2,Wind_Potential_m_s,Geothermal_Potential,Energy_Demand_kWh,Installation_Area_m2,Carbon_Reduction_%,Payback_Period_Years,Optimal_Solar_Utilization_%
Stone_Villa,1713,255,North,Stone,Medium,High,7.455342126,3.328488111,0.592511875,7486,25,36.52225889,11.70981925,13.11725155
Stone_Villa,1858,69,East,Brick,Low,Low,4.402910895,4.54180823,1.175096256,6155,60,23.56265531,5.993532475,12.03033866
Wooden_House,1851,259,South,Timber,High,High,5.059598985,2.618017036,0.807079181,15082,74,35.71578861,7.133059642,21.4595711
Thatched_Hut,1807,59,East,Thatch,High,High,5.420189509,4.856286955,1.349777248,9477,24,11.45187646,10.75762461,9.306350787
Wooden_House,1887,74,North,Brick,Medium,High,4.052061948,3.025597306,1.474314438,7185,78,14.45552273,6.531182262,16.06646477
Wooden_House,1797,243,South,Thatch,Low,Low,3.824154442,4.957410978,0.953934774,12086,99,22.41903095,6.700779209,20.83679921
Brick_Cottage,1830,74,East,Thatch,Low,Low,6.818891465,4.515826663,1.189972505,18130,37,24.501762,9.496162691,11.93841621
Brick_Cottage,1992,103,East,Timber,High,High,7.407177491,4.425711602,0.919009228,7317,68,17.90521461,6.932602619,21.32045301
Wooden_House,1870,82,East,Stone,High,High,5.118900255,2.953714021,1.054086747,8621,84,20.69430013,6.522133438,17.36351547
Stone_Villa,1882,213,East,Timber,High,High,3.850599345,2.026331636,0.739309935,9491,73,14.88328303,6.779244,21.07036114
Brick_Cottage,1738,144,East,Thatch,Low,Low,3.763247043,3.146398726,1.828339165,7511,80,24.67402095,8.434532495,19.65330597
Thatched_Hut,1714,63,South,Brick,Medium,High,7.065272825,2.905428109,0.515015616,12842,27,33.81529879,11.76269911,14.88289118
Brick_Cottage,1703,114,West,Thatch,Medium,High,5.355256999,2.112190971,1.82361378,13641,22,29.84081181,10.82566559,3.792713802
Brick_Cottage,1909,159,South,Brick,Low,Low,4.780109266,3.51609577,1.357518318,14546,44,13.23376742,6.992271852,7.38059837
Thatched_Hut,1860,129,South,Brick,Medium,High,5.405845085,3.209093934,0.997486766,12848,88,24.6274481,7.543612459,24.5233629
Wooden_House,1715,103,South,Timber,High,High,4.773216379,3.903669403,1.584585688,19274,74,30.92939148,8.251585754,22.27678914
Thatched_Hut,1807,287,West,Thatch,Medium,High,5.456143101,3.863558967,1.261628228,10404,59,25.8968589,11.85250753,14.20184282
Wooden_House,1926,174,North,Stone,Medium,High,6.938225588,2.362239908,1.248662987,10393,69,21.7502679,6.206733278,20.34350469
Wooden_House,1869,229,West,Thatch,Medium,High,5.869205484,4.930896638,0.665213424,19355,52,28.65743264,7.502381724,18.37544254
Wooden_House,1733,180,South,Thatch,High,High,6.278615091,2.560794288,1.084274039,19574,37,39.05915996,10.10598266,7.855304892
Thatched_Hut,1950,276,East,Stone,Low,Low,4.958682705,3.335822074,0.861596519,6293,76,12.84723729,11.74760614,17.35404808
Wooden_House,1946,218,East,Timber,High,High,6.454023514,3.46435263,0.523543858,7465,35,21.70048182,6.089726489,14.71392131
Stone_Villa,1968,183,South,Thatch,Low,Low,6.16646834,4.439188392,1.040149446,16294,99,22.19817559,6.591659679,22.76626924
Thatched_Hut,1840,74,East,Thatch,Low,Low,3.978247991,2.297688788,0.634733194,15041,57,27.30901931,6.579862721,12.82788944
Stone_Villa,1973,190,South,Brick,Low,Low,5.790571412,3.285932838,0.885245057,8175,60,14.56523806,5.146524206,18.27957152
Wooden_House,1795,166,East,Thatch,Medium,High,4.526973985,3.885506511,0.638774932,12849,26,15.2992909,9.228809375,5.505520042
Brick_Cottage,1926,275,West,Stone,Medium,High,6.716382679,2.645466865,0.651412438,17473,97,18.56084158,9.694921519,17.70703418
Wooden_House,1738,185,North,Brick,Low,Low,5.203750834,3.882403696,0.798516942,16391,72,38.6761013,9.217681231,23.62167518
Stone_Villa,1728,198,North,Timber,Low,Low,7.478736661,4.770994513,1.999773867,14425,82,32.02325744,5.499260926,23.16307425
Stone_Villa,1944,275,West,Brick,Medium,High,3.870001752,4.992554394,0.503276214,14629,51,29.85079905,5.48461088,17.21833779
Thatched_Hut,1935,245,West,Stone,High,High,6.621391451,2.09735323,1.458008954,16544,57,34.50873062,6.472705881,20.12004323
Brick_Cottage,1884,74,South,Stone,Low,Low,6.194806934,2.706764685,0.711865547,17222,41,13.82729407,7.03206161,6.937824756
Thatched_Hut,1971,128,South,Brick,High,High,6.569995322,2.930921347,1.880942205,13444,35,35.77998459,10.50580559,8.470436996
Stone_Villa,1935,117,South,Timber,Medium,High,4.730119182,3.197378301,0.64044934,13210,71,27.84498142,6.11573186,16.23761817
Wooden_House,1938,222,East,Brick,Low,Low,5.468217958,2.726771473,1.932594781,7759,48,20.05987022,5.308645515,11.48535975
Brick_Cottage,1965,237,South,Timber,High,High,6.686034079,2.610463984,1.416389581,10255,35,34.47565767,7.757912554,13.82686147
Wooden_House,1764,61,West,Brick,High,High,4.430165326,4.863661527,0.501902115,13414,95,34.07693603,7.914745191,24.27115644
Wooden_House,1876,81,North,Stone,High,High,4.404132787,4.755564808,1.841010797,5002,36,35.37125745,8.156351367,11.25381965
Brick_Cottage,1702,177,East,Thatch,Medium,High,5.704203813,2.140977503,1.282567702,13130,83,13.465537,10.78832481,15.75362797
Thatched_Hut,1841,145,South,Thatch,Medium,High,5.594254318,3.016439065,0.894004603,6259,32,39.08083735,5.686037904,10.78783801
Wooden_House,1857,141,East,Timber,High,High,4.629049882,3.215445661,1.650918766,13190,91,38.78878461,9.927594577,22.84382417
Stone_Villa,1845,190,East,Timber,High,High,4.692302602,2.717043604,1.889998331,18141,75,20.72408937,7.365618997,17.6252901
Wooden_House,1992,80,South,Timber,Medium,High,4.611380653,3.886618691,1.225536235,18776,24,11.97682055,7.169860955,3.142325521
Brick_Cottage,1852,127,East,Stone,High,High,6.586048248,3.92114224,0.973330212,9323,31,15.01167008,11.52780188,10.18373569
Brick_Cottage,1892,69,North,Brick,High,High,6.107603462,4.551512685,1.683417686,10773,60,39.78492476,6.739279671,13.41495604
Brick_Cottage,1772,195,West,Stone,Medium,High,6.829668734,4.222607805,1.522678247,17786,22,26.8903883,9.497722847,7.386275458
Thatched_Hut,1839,270,West,Thatch,High,High,7.401892113,3.627719981,1.833128726,7568,52,20.69865396,6.925894302,16.88592607
Wooden_House,1886,109,North,Timber,High,High,5.396657185,3.96076031,1.538771019,6885,69,18.64608082,8.550007178,11.85317058
Thatched_Hut,1992,240,East,Brick,High,High,3.766775526,2.821966345,0.865292508,12060,75,17.70975206,10.50405025,17.25338111
Thatched_Hut,1760,183,South,Thatch,Medium,High,3.692369242,3.77916857,1.897488875,12844,28,29.92458295,11.17205766,6.549441124
Brick_Cottage,1897,209,East,Thatch,High,High,4.682660157,3.467681764,0.657253621,11111,69,22.58163495,10.87088068,11.31363587
Brick_Cottage,1994,142,North,Thatch,Medium,High,7.230178357,2.400033402,0.901914125,18450,48,38.96232098,9.075265153,12.20010096
Thatched_Hut,1710,92,East,Stone,Medium,High,5.59285222,2.72763283,1.280291912,14491,58,30.51529092,6.741714207,20.50907429
Wooden_House,1761,179,West,Timber,Low,Low,4.587146064,2.875080352,1.348613039,7338,64,33.76133773,9.628633683,16.75546912
Stone_Villa,1925,109,East,Thatch,Low,Low,5.096667178,4.772928701,0.52296588,14268,36,18.78224646,9.96933532,14.60496322
Thatched_Hut,1852,200,North,Timber,High,High,5.89438043,2.691159918,1.670859089,8758,75,12.37559227,5.074843931,18.41794816
Wooden_House,1898,260,West,Stone,Medium,High,6.111798633,2.867731708,1.042410978,16373,65,24.63468512,8.074473577,17.34383724
Brick_Cottage,1751,80,East,Thatch,Low,Low,4.115678039,3.10806239,1.109627812,9810,86,19.4374464,10.9028343,17.93944693
Brick_Cottage,1959,292,East,Stone,High,High,7.408126706,3.991228216,1.714054317,14139,88,16.06249495,8.427113174,19.3252944
Wooden_House,1758,54,West,Stone,Low,Low,5.679088908,2.354715177,1.068925088,11791,33,38.57926392,7.179628095,9.377000759
Stone_Villa,1771,260,South,Timber,Low,Low,4.042753271,4.861835637,0.570837315,12171,86,23.31964643,11.1025844,17.76703056
Brick_Cottage,1847,211,West,Thatch,Medium,High,7.074541013,4.59671366,0.764659656,16930,42,15.24125776,6.091164883,11.84167412
Brick_Cottage,1762,59,South,Stone,Medium,High,3.798553724,3.731648219,1.933854759,7731,80,15.95951958,6.445116627,15.126125
Brick_Cottage,1942,138,North,Thatch,Low,Low,7.130941733,4.022113602,0.605608044,17199,42,18.42129227,9.811606569,9.094029698
Wooden_House,1806,179,North,Timber,Low,Low,7.486262625,2.049981414,1.032396801,5869,46,39.97948805,7.467051591,13.16311749
Thatched_Hut,1925,175,West,Stone,Medium,High,6.301727197,3.016834326,1.254768751,10166,73,18.04034502,9.99111785,17.04927345
Brick_Cottage,1917,60,West,Timber,High,High,6.581788884,4.386980692,1.239921241,5093,29,19.86405414,6.103925349,11.38464845
Thatched_Hut,1940,227,North,Thatch,Medium,High,4.849211346,2.232448921,0.505939915,7987,96,29.77984384,6.765883627,26.81087483
Stone_Villa,1958,208,South,Thatch,Low,Low,7.266307411,2.846941503,1.251744097,17847,35,18.81884129,6.096531649,9.167049877
Brick_Cottage,1961,105,North,Timber,High,High,5.618855864,3.755890485,1.075658687,14967,60,16.47412753,11.67037219,10.96004965
Brick_Cottage,1704,256,West,Brick,Low,Low,6.429553786,2.769239083,1.958119003,15452,74,14.7591156,7.837827726,16.71159756
Stone_Villa,1960,250,North,Stone,High,High,7.196430864,4.801933922,0.738738626,13627,80,19.38047995,7.360539369,24.00798632
Brick_Cottage,1753,264,West,Thatch,Low,Low,7.400719904,2.393175892,1.031231295,9947,68,13.17747069,5.099415093,12.69683129
Thatched_Hut,1746,132,West,Thatch,High,High,6.832817426,4.392183074,1.129222228,11651,92,10.55939759,6.073923056,23.43625002
Wooden_House,1914,186,North,Stone,High,High,4.712070028,3.523846076,1.086040306,11979,71,34.13925092,7.947950994,18.15197037
Thatched_Hut,1876,148,South,Timber,Low,Low,7.366190066,4.250992327,1.498746241,11794,21,14.13684827,5.479519548,4.8113381
Wooden_House,1708,198,East,Timber,High,High,6.012478125,2.932145985,0.823269286,17492,69,33.27930549,8.575175307,16.62934981
Wooden_House,1798,122,North,Timber,Medium,High,7.222569905,3.543468807,0.831607329,11524,62,33.92627437,8.185108069,15.01639121
Thatched_Hut,1719,205,East,Brick,Low,Low,6.204420103,4.570506049,1.593816423,8144,96,26.13758579,10.37017698,26.62025491
Thatched_Hut,1940,239,North,Brick,Medium,High,4.728955847,3.400634297,1.250435778,8587,27,19.29045875,9.61861891,7.588533856
Thatched_Hut,1760,287,East,Thatch,Low,Low,4.980098097,3.079159586,1.122733514,18387,78,14.35098201,8.121631137,18.5317638
Thatched_Hut,1877,164,South,Timber,High,High,5.701887108,3.608466159,0.753804578,5076,84,32.1041532,6.572624901,22.48371009
Stone_Villa,1761,56,South,Stone,High,High,6.660059366,4.152088259,0.781290834,14007,31,28.04160958,10.08804496,11.71275289
Brick_Cottage,1844,129,North,Thatch,High,High,4.771930205,3.330690036,0.515827455,13959,23,29.66360369,9.955034724,7.916875431
Wooden_House,1915,193,West,Stone,Low,Low,5.818924665,4.816630925,0.637139403,11553,96,10.2600727,6.073073124,17.09959029
Thatched_Hut,1702,146,East,Thatch,Medium,High,4.882499974,2.884837472,1.335258042,16877,60,37.82551047,11.40326282,14.29037534
Thatched_Hut,1859,53,West,Brick,Medium,High,6.763077619,3.426390819,1.837809695,13297,26,11.98870562,5.450835812,5.528974616
Thatched_Hut,1926,53,West,Thatch,Low,Low,5.366912375,4.270782978,0.930747148,17108,88,21.00417655,5.385263962,23.10824948
Stone_Villa,1968,152,West,Brick,Low,Low,3.806891307,4.067363271,0.991620839,11694,88,22.08134949,6.311452924,16.01633653
Thatched_Hut,1819,89,South,Thatch,Medium,High,4.164210086,4.590923157,0.673408416,7873,49,10.04066573,11.36622559,11.25096041
Thatched_Hut,1788,66,North,Timber,Medium,High,3.74441867,4.990427542,1.082946418,8346,92,24.91267928,8.639986868,18.14179711
Thatched_Hut,1767,150,North,Stone,Medium,High,5.497211784,3.280574986,0.555832557,19423,25,32.58426984,10.51558644,13.39237397
Brick_Cottage,1797,152,South,Timber,Medium,High,3.925349189,2.333452639,1.876401044,19034,38,34.69805959,6.594902317,10.06890951
Stone_Villa,1966,173,South,Thatch,Low,Low,3.956559877,2.091247642,1.509667022,12024,99,36.3819098,8.431553823,21.98237207
Thatched_Hut,1804,101,North,Thatch,Low,Low,7.26419304,4.180630718,1.986123214,8148,85,24.63156605,7.508026245,25.82749456
Wooden_House,1822,270,West,Thatch,High,High,6.990620289,4.622041014,1.824234744,16340,29,28.91908572,10.79480025,9.201737869
Wooden_House,1728,101,East,Brick,Medium,High,5.308346387,2.662137758,1.209485891,14657,35,12.3855914,5.158231076,14.48970946
Wooden_House,1836,213,East,Stone,High,High,7.443221283,2.475344112,1.279527547,15779,56,24.64114673,6.70689911,11.28604901
Stone_Villa,1894,173,East,Stone,Low,Low,3.500746113,2.186615275,0.78586407,5244,98,14.64447265,6.06801957,19.66466216
Stone_Villa,1925,215,West,Thatch,Low,Low,5.955917825,4.468108765,1.193059014,7625,96,21.08929353,11.01432327,23.74595321
Wooden_House,1869,280,North,Thatch,High,High,5.965712709,2.93414582,1.85454181,8849,96,19.87915939,8.272806948,26.42478055
Thatched_Hut,1708,227,South,Brick,Medium,High,5.329772223,3.205090678,0.576280135,14597,51,22.70621732,7.829540307,11.13365571
Stone_Villa,1739,112,North,Timber,Medium,High,5.087791892,3.508250575,1.795335204,14173,66,27.14909854,8.146379335,21.13430585
Wooden_House,1724,278,West,Timber,Medium,High,5.321532542,4.518359703,1.011421702,12737,91,37.08629941,11.80347185,23.14991651
Wooden_House,1960,165,South,Stone,Medium,High,5.159841744,3.952499665,1.849269148,19024,62,21.83453894,10.95187176,17.98308285
Thatched_Hut,1925,240,West,Brick,High,High,6.42196991,3.84519389,1.91131986,17000,55,39.43393587,9.944581403,15.1375353
Brick_Cottage,1823,111,East,Thatch,High,High,4.04142174,2.5270163,1.506297331,13333,45,32.77084144,7.033352715,10.0129283
Stone_Villa,1737,276,East,Stone,Low,Low,4.290556882,3.539569675,1.49663568,5892,29,25.3444314,6.156210997,13.36083354
Thatched_Hut,1950,56,West,Brick,Medium,High,4.222072914,4.146143052,1.179131507,10487,50,29.32079311,11.4500354,17.08446737
Wooden_House,1875,204,South,Timber,Medium,High,4.54988234,4.919782649,1.753310337,12251,48,13.06672513,7.96152866,11.56505939
Wooden_House,1789,141,South,Brick,Medium,High,5.601033675,2.604218928,1.942419138,12310,24,35.33564594,6.951290596,4.808773472
Thatched_Hut,1736,263,North,Timber,High,High,3.944834989,2.028630059,1.662622701,7399,96,27.47072365,8.296445785,18.35803024
Stone_Villa,1875,63,East,Brick,Medium,High,6.972677181,2.225904301,1.432905101,9640,20,39.58202441,11.42493196,9.889834242
Brick_Cottage,1983,248,North,Stone,High,High,4.689446125,3.127557396,1.410189344,7960,22,29.09286231,7.709471194,3.349882078
Brick_Cottage,1780,278,North,Timber,Medium,High,4.15015195,4.461633943,1.774204852,15391,86,35.0233475,8.938486981,19.95883257
Wooden_House,1813,135,West,Stone,Medium,High,6.202485238,2.021426245,1.311805649,12325,90,33.99288228,10.62076411,20.41007748
Stone_Villa,1739,182,West,Stone,Low,Low,3.652345202,3.370191779,1.705789829,6469,54,20.36383454,7.989927717,15.20805327
Brick_Cottage,1923,232,North,Timber,Medium,High,5.979874259,2.987691846,1.263327883,15892,34,17.78831876,6.634792613,5.797597212
Stone_Villa,1814,179,East,Timber,Medium,High,6.292793723,2.15744513,0.593666412,16197,86,22.9148075,11.96168024,20.13285425
Stone_Villa,1885,111,West,Thatch,Low,Low,4.359666126,3.35070886,1.075920513,18050,49,24.01724033,11.695996,12.83350059
Wooden_House,1755,268,North,Thatch,High,High,3.667856294,2.764246122,1.166661437,8374,94,17.20254106,10.90435418,21.34622218
Brick_Cottage,1739,198,North,Thatch,High,High,4.954581436,3.055654503,0.712425867,17911,62,36.8379362,9.818617156,15.64893763
Thatched_Hut,1739,295,North,Stone,Medium,High,3.894376921,4.116845914,0.653744494,13847,79,26.27643587,7.064059396,17.005698
Wooden_House,1936,279,North,Stone,High,High,3.965911399,3.564652952,1.303197424,19785,59,39.35333176,11.39389057,17.2644411
Brick_Cottage,1988,128,North,Thatch,Medium,High,4.517044926,2.373942287,0.627715455,15960,84,34.30053334,6.928896691,24.57848694
Brick_Cottage,1961,198,North,Stone,Low,Low,4.681871699,4.884243621,0.954417752,18535,48,26.67114581,10.60566646,14.42309352
Brick_Cottage,1915,187,West,Stone,Low,Low,5.619881364,3.907732297,1.616895464,13234,93,38.41120834,11.42780718,27.28652374
Brick_Cottage,1846,264,East,Timber,Medium,High,6.213567542,4.297605277,1.946648269,15503,38,25.14624445,9.221026883,13.54983809
Brick_Cottage,1867,107,North,Timber,Low,Low,5.871083763,2.23763945,1.576805871,12923,22,36.61319538,10.62139353,11.51877005
Stone_Villa,1791,169,South,Stone,Low,Low,4.093441349,2.141175138,1.988938323,10122,55,20.74434344,10.54186569,9.691813845
Wooden_House,1758,216,West,Thatch,Medium,High,4.18834413,2.058344151,1.547506957,14852,62,21.3592715,6.352104258,14.55507481
Stone_Villa,1758,182,West,Brick,Medium,High,7.015076999,2.566382083,0.940691706,10387,34,22.54392049,9.675471315,10.4773896
Thatched_Hut,1868,114,North,Thatch,Low,Low,5.73340926,3.243225193,1.508078811,17883,60,26.39876938,5.654275558,13.93865808
Brick_Cottage,1968,62,West,Brick,High,High,6.979751332,4.8074784,1.553235148,12631,99,26.60470811,8.554951002,24.52475488
Wooden_House,1744,262,North,Thatch,High,High,4.986186045,3.371178978,1.057590477,12226,55,24.89196765,6.135648837,12.66307946
Brick_Cottage,1880,267,East,Timber,Medium,High,5.95760003,2.870765316,0.526570776,10108,96,19.18002921,7.914446492,24.38893457
Wooden_House,1869,291,East,Stone,Medium,High,5.594653664,3.685805761,1.554799677,7224,52,37.81619394,10.83087452,14.51565609
Stone_Villa,1890,286,West,Stone,High,High,4.776493959,2.335803734,0.532550143,7110,24,27.65758292,11.91017488,7.160039839
Wooden_House,1854,262,West,Timber,Low,Low,5.379661488,3.828517673,1.446782117,5957,97,22.23217649,7.225718822,27.70432994
Thatched_Hut,1887,230,South,Brick,High,High,5.509963507,3.705295863,0.745424733,12146,33,29.53530882,8.723689891,9.488223143
Thatched_Hut,1706,131,West,Brick,High,High,4.303083899,4.3759791,1.348405292,5560,87,33.03900273,8.579086171,19.76257931
Wooden_House,1832,278,South,Brick,High,High,4.76004149,4.960062835,1.255869538,14522,66,38.82184265,11.68081057,15.31208661
Wooden_House,1934,222,East,Timber,High,High,6.665639002,2.752620415,0.520270463,12413,73,24.98647487,8.350086127,22.70894197
Wooden_House,1744,209,East,Brick,Medium,High,7.163152958,3.528969352,1.044298725,6312,23,13.36295531,9.893743438,7.506361583
Wooden_House,1948,213,North,Timber,Medium,High,4.939176374,4.726596219,1.401636751,6821,28,23.22297404,11.45252463,9.10152544
Thatched_Hut,1730,258,East,Thatch,Low,Low,4.727889129,4.355569653,1.772909828,16194,72,24.36911684,7.613649917,14.48631106
Brick_Cottage,1722,276,South,Thatch,Low,Low,4.280788658,3.462218909,1.832963171,16595,96,36.90982235,11.31485567,23.17782903
Wooden_House,1859,290,West,Timber,Low,Low,6.213964675,4.836114949,1.225774955,10646,97,21.84402305,11.42219355,20.15342786
Wooden_House,1857,237,North,Stone,Low,Low,4.792398807,2.171710081,1.592633731,9945,79,38.59972795,11.51463753,22.05961391
Thatched_Hut,1738,188,South,Thatch,High,High,7.450998156,4.792995859,0.974681865,10374,65,24.55395723,6.893123298,21.12755363
Thatched_Hut,1781,240,West,Brick,Medium,High,4.802739208,2.151522177,1.013279609,7651,73,39.21341503,7.80248916,21.5103202
Stone_Villa,1957,198,North,Timber,Medium,High,5.076544187,3.641914232,0.791695279,18821,93,10.24594963,11.09277136,22.24675445
Wooden_House,1905,101,East,Brick,Low,Low,5.913336785,4.671322844,1.342922165,15006,56,36.96446124,7.51413277,16.475035
Stone_Villa,1776,232,South,Brick,Low,Low,6.706737173,2.788162831,0.971846226,14933,42,37.93361356,9.201771231,15.82755626
Thatched_Hut,1711,166,West,Stone,High,High,5.378074661,3.416745497,0.626556345,9701,46,38.83062807,5.826381551,13.83369318
Thatched_Hut,1994,75,North,Brick,High,High,5.190624135,2.972986637,1.52750913,17000,89,10.39229603,5.393924917,21.87064822
Brick_Cottage,1923,245,North,Stone,Low,Low,7.482551334,4.856431751,1.561629811,7877,85,15.1510251,7.883957926,18.26997869
Wooden_House,1712,83,East,Thatch,Medium,High,3.541974565,4.470936784,1.039988628,10582,80,29.61293509,9.052415728,14.61936777
Stone_Villa,1745,101,West,Timber,Medium,High,7.080261155,4.127004534,0.615085099,16462,96,10.76418075,7.748893794,21.40150254
Thatched_Hut,1854,161,East,Brick,Medium,High,4.096563304,3.76288096,1.139446576,10390,70,11.90826989,9.044150391,15.04806012
Thatched_Hut,1812,131,East,Timber,Low,Low,6.643701105,4.461775368,1.163503187,9083,69,16.63236621,8.605590633,14.62804063
Stone_Villa,1932,281,West,Brick,Medium,High,5.971726239,3.176801125,1.503006327,5745,38,25.37319306,9.799950605,13.44028749
Brick_Cottage,1716,276,West,Timber,High,High,4.867389142,3.342655565,0.973124587,13749,20,26.37707678,9.546727017,2.897561635
Thatched_Hut,1922,282,West,Brick,High,High,6.995499822,4.190005163,1.52389892,19399,59,11.02783368,7.969719922,12.03407254
Wooden_House,1887,270,South,Brick,Low,Low,3.551628912,3.07326429,1.807232813,16493,51,15.11101752,7.974966683,14.37757006
Thatched_Hut,1862,229,West,Brick,High,High,4.406762608,2.191702826,0.856229064,5941,41,24.9911702,5.98544838,11.07665139
Wooden_House,1773,206,North,Brick,Low,Low,5.767571185,2.223003827,1.968379334,9023,85,27.81821863,8.592670005,22.99990969
Stone_Villa,1932,215,East,Brick,Medium,High,4.90616904,2.346088404,1.079552206,7296,59,14.45205089,9.110253897,14.55109761
Wooden_House,1923,91,South,Brick,Medium,High,5.941509981,4.60904397,0.900888028,18557,57,21.96524236,8.335425781,19.40732157
Stone_Villa,1759,70,West,Brick,Medium,High,3.596440774,3.416679277,1.132266774,5939,67,37.1320431,7.279951346,18.43339275
Wooden_House,1921,91,South,Brick,High,High,3.965835722,4.138647108,0.641596214,6610,74,39.96697861,10.05153981,13.9179975
Stone_Villa,1736,190,West,Brick,Low,Low,4.008384961,3.178728007,0.68855886,11300,94,39.61643364,5.522631513,22.19008305
Wooden_House,1977,162,South,Timber,Medium,High,4.257134584,2.776132842,1.12165107,6725,74,36.45023531,11.40108259,14.72398113
Brick_Cottage,1895,154,East,Stone,Low,Low,5.337325763,3.041576503,1.643666783,14176,70,21.83980264,5.144504077,22.07007911
Wooden_House,1941,241,East,Brick,Medium,High,6.508514798,4.382547036,1.850468359,14779,79,30.59722876,11.73645093,15.80681463
Wooden_House,1918,66,North,Stone,High,High,7.122155352,3.875648375,1.497226986,17213,27,22.49776683,8.236489207,8.440623149
Brick_Cottage,1891,169,North,Brick,High,High,6.841490121,4.81291934,0.657829333,14528,87,29.4558108,7.888689608,19.44958016
Thatched_Hut,1716,186,West,Brick,Low,Low,4.287551487,4.039114336,1.508029643,19162,94,19.28297413,6.795108122,24.98027144
Thatched_Hut,1711,218,East,Timber,High,High,5.264602209,3.710544895,1.453141881,16329,91,28.18606761,5.070497944,20.72247325
Wooden_House,1892,178,South,Thatch,High,High,4.297646391,3.830588027,1.708645877,13853,28,25.7127549,6.923531851,13.85432715
Brick_Cottage,1721,179,South,Thatch,Low,Low,4.557887267,4.827114318,1.737873,12187,21,10.73440797,5.765799478,1.785390591
Wooden_House,1819,109,South,Timber,Medium,High,5.514187926,4.36460279,1.802304614,5032,99,33.72108711,9.618745899,20.28822122
Stone_Villa,1909,97,North,Stone,High,High,3.772436099,2.072123712,1.121197272,19104,89,10.35693497,7.233524806,16.52159435
Stone_Villa,1969,78,South,Thatch,Low,Low,4.372697318,3.602419088,1.546796593,19893,78,18.79467827,10.3702553,20.70282583
Wooden_House,1891,146,North,Timber,High,High,7.241512645,4.065015235,0.902375538,19408,38,10.17772196,6.448413311,14.73401795
Thatched_Hut,1874,59,North,Timber,High,High,5.364465171,4.246095435,1.99900442,10985,47,21.2860424,11.301644,7.665021831
Thatched_Hut,1984,291,West,Thatch,High,High,5.281546104,2.639426358,0.763001362,8414,91,11.89481584,8.660870606,15.62268193
Wooden_House,1903,107,South,Stone,High,High,3.558268619,4.601532063,0.515171647,6156,33,37.405329,5.801543375,13.40492711
Wooden_House,1863,237,South,Timber,Low,Low,4.489598988,4.867529442,0.723213072,8126,43,22.47037885,7.80591665,7.864174117
Stone_Villa,1950,281,East,Brick,Low,Low,6.965169744,2.710145918,1.663808434,13252,63,23.78487325,6.447323668,13.50159333
Thatched_Hut,1926,70,West,Stone,Low,Low,4.158513713,4.647846373,1.170175515,17120,75,20.49550708,6.397797983,13.07291331
Wooden_House,1706,77,East,Stone,High,High,5.160499758,2.290936288,1.171250372,6543,70,28.82518463,8.544588164,13.25192948
Stone_Villa,1728,252,West,Thatch,High,High,3.557323623,2.167120508,1.932534379,5271,51,33.5322435,9.703244109,11.02799193
Thatched_Hut,1732,296,South,Thatch,High,High,5.413341927,2.3876714,1.879452362,19581,69,29.44440229,11.38132744,12.8249006
Brick_Cottage,1833,83,North,Brick,Low,Low,3.584084427,2.173223238,0.966792107,10295,60,32.44621355,8.515134075,14.02242767
Stone_Villa,1778,57,North,Timber,High,High,6.778438212,4.535036711,0.813587193,9076,85,37.17920991,11.76087143,25.08271612
Thatched_Hut,1757,236,North,Thatch,Medium,High,6.79941507,2.177150433,1.772723315,19963,44,35.90639595,11.59144396,11.73526091
Thatched_Hut,1725,263,North,Thatch,High,High,6.650968753,2.814992574,1.859028607,16580,80,30.22175358,11.05543771,22.41491382
Stone_Villa,1925,249,North,Stone,Medium,High,4.633456276,2.311269031,1.312395384,10902,85,16.43913889,8.499840855,15.1997735
Brick_Cottage,1984,226,East,Thatch,High,High,6.848948873,2.886266109,1.444135567,15944,61,29.13108553,5.986327606,18.93406934
Stone_Villa,1703,128,West,Thatch,Low,Low,5.67199253,2.271678403,0.885371427,7709,84,25.18249287,6.525331289,19.01665113
Thatched_Hut,1798,194,South,Thatch,High,High,4.995232435,4.004009752,1.701204032,14346,55,31.51657693,9.533690019,17.24006469
Wooden_House,1738,237,East,Thatch,Medium,High,6.001319839,2.399980449,1.448183643,10221,95,34.98794945,7.952284862,20.27151803
Wooden_House,1970,136,West,Stone,Medium,High,3.549364184,4.555537778,1.255270267,17597,28,32.28164492,6.027611422,13.37615808
Stone_Villa,1984,137,North,Brick,High,High,4.07184351,4.451573152,0.590162834,17045,55,35.3968351,8.352957535,12.33078579
Thatched_Hut,1856,222,West,Brick,Medium,High,6.469174153,2.040985056,1.873902444,18603,57,11.9159912,5.122013819,13.33316137
Wooden_House,1774,260,West,Timber,Medium,High,4.476646435,4.687179067,1.423177131,14937,52,10.94860115,10.1372676,16.20753692
Thatched_Hut,1987,118,North,Thatch,Low,Low,5.892036469,2.08683295,0.789036642,19830,61,17.75501703,5.515069061,16.60332972
Stone_Villa,1829,209,North,Stone,High,High,5.040410411,2.718937355,1.409579175,16624,80,37.01998252,9.403795339,18.99915958
Wooden_House,1874,221,North,Timber,High,High,6.919223115,2.097167413,1.516195031,13529,65,34.70977753,10.55107215,22.31639635
